filename,fault_type,seed,n_steps,fault_params
sensor_dropout/sensor_dropout_0040.csv,sensor_dropout,382,435,"[{""onset"": 63, ""channel"": ""x_pos""}]"
sensor_dropout/sensor_dropout_0041.csv,sensor_dropout,383,84,"[{""onset"": 40, ""channel"": ""y_pos""}]"
sensor_dropout/sensor_dropout_0042.csv,sensor_dropout,384,92,"[{""onset"": 81, ""channel"": ""y_pos""}]"
sensor_dropout/sensor_dropout_0043.csv,sensor_dropout,385,332,"[{""onset"": 69, ""channel"": ""angular_vel""}]"
sensor_dropout/sensor_dropout_0044.csv,sensor_dropout,386,189,"[{""onset"": 60, ""channel"": ""x_vel""}]"
sensor_dropout/sensor_dropout_0045.csv,sensor_dropout,387,338,"[{""onset"": 72, ""channel"": ""x_vel""}]"
sensor_dropout/sensor_dropout_0046.csv,sensor_dropout,388,85,"[{""onset"": 56, ""channel"": ""x_vel""}]"
sensor_dropout/sensor_dropout_0047.csv,sensor_dropout,389,80,"[{""onset"": 37, ""channel"": ""y_pos""}]"
sensor_dropout/sensor_dropout_0048.csv,sensor_dropout,390,97,"[{""onset"": 100, ""channel"": ""y_vel""}]"
sensor_dropout/sensor_dropout_0049.csv,sensor_dropout,391,92,"[{""onset"": 37, ""channel"": ""y_pos""}]"
thrust_degradation/thrust_degradation_0000.csv,thrust_degradation,392,76,"[{""onset"": 128, ""severity"": 0.5103}]"
thrust_degradation/thrust_degradation_0001.csv,thrust_degradation,393,95,"[{""onset"": 105, ""severity"": 0.4416}]"
thrust_degradation/thrust_degradation_0002.csv,thrust_degradation,394,82,"[{""onset"": 64, ""severity"": 0.3351}]"
thrust_degradation/thrust_degradation_0003.csv,thrust_degradation,395,98,"[{""onset"": 82, ""severity"": 0.6228}]"
thrust_degradation/thrust_degradation_0004.csv,thrust_degradation,396,121,"[{""onset"": 100, ""severity"": 0.4055}]"
thrust_degradation/thrust_degradation_0005.csv,thrust_degradation,397,179,"[{""onset"": 128, ""severity"": 0.6967}]"
thrust_degradation/thrust_degradation_0006.csv,thrust_degradation,398,190,"[{""onset"": 128, ""severity"": 0.5319}]"
thrust_degradation/thrust_degradation_0007.csv,thrust_degradation,399,181,"[{""onset"": 133, ""severity"": 0.6555}]"
thrust_degradation/thrust_degradation_0008.csv,thrust_degradation,400,77,"[{""onset"": 116, ""severity"": 0.6059}]"
thrust_degradation/thrust_degradation_0009.csv,thrust_degradation,401,116,"[{""onset"": 79, ""severity"": 0.4923}]"
thrust_degradation/thrust_degradation_0010.csv,thrust_degradation,402,137,"[{""onset"": 109, ""severity"": 0.7344}]"
thrust_degradation/thrust_degradation_0011.csv,thrust_degradation,403,105,"[{""onset"": 103, ""severity"": 0.7687}]"
thrust_degradation/thrust_degradation_0012.csv,thrust_degradation,404,95,"[{""onset"": 129, ""severity"": 0.5262}]"
thrust_degradation/thrust_degradation_0013.csv,thrust_degradation,405,104,"[{""onset"": 71, ""severity"": 0.4022}]"
thrust_degradation/thrust_degradation_0014.csv,thrust_degradation,406,174,"[{""onset"": 118, ""severity"": 0.3392}]"
thrust_degradation/thrust_degradation_0015.csv,thrust_degradation,407,94,"[{""onset"": 55, ""severity"": 0.4282}]"
thrust_degradation/thrust_degradation_0016.csv,thrust_degradation,408,75,"[{""onset"": 72, ""severity"": 0.4069}]"
thrust_degradation/thrust_degradation_0017.csv,thrust_degradation,409,83,"[{""onset"": 50, ""severity"": 0.4773}]"
thrust_degradation/thrust_degradation_0018.csv,thrust_degradation,410,76,"[{""onset"": 73, ""severity"": 0.7396}]"
thrust_degradation/thrust_degradation_0019.csv,thrust_degradation,411,87,"[{""onset"": 58, ""severity"": 0.7502}]"
thrust_degradation/thrust_degradation_0020.csv,thrust_degradation,412,260,"[{""onset"": 123, ""severity"": 0.5501}]"
thrust_degradation/thrust_degradation_0021.csv,thrust_degradation,413,106,"[{""onset"": 64, ""severity"": 0.5431}]"
thrust_degradation/thrust_degradation_0022.csv,thrust_degradation,414,166,"[{""onset"": 135, ""severity"": 0.5739}]"
thrust_degradation/thrust_degradation_0023.csv,thrust_degradation,415,70,"[{""onset"": 72, ""severity"": 0.6656}]"
thrust_degradation/thrust_degradation_0024.csv,thrust_degradation,416,90,"[{""onset"": 100, ""severity"": 0.5442}]"
thrust_degradation/thrust_degradation_0025.csv,thrust_degradation,417,109,"[{""onset"": 54, ""severity"": 0.5153}]"
thrust_degradation/thrust_degradation_0026.csv,thrust_degradation,418,110,"[{""onset"": 90, ""severity"": 0.7948}]"
thrust_degradation/thrust_degradation_0027.csv,thrust_degradation,419,80,"[{""onset"": 114, ""severity"": 0.6906}]"
thrust_degradation/thrust_degradation_0028.csv,thrust_degradation,420,116,"[{""onset"": 98, ""severity"": 0.7724}]"
thrust_degradation/thrust_degradation_0029.csv,thrust_degradation,421,98,"[{""onset"": 51, ""severity"": 0.4018}]"
thrust_degradation/thrust_degradation_0030.csv,thrust_degradation,422,82,"[{""onset"": 62, ""severity"": 0.6438}]"
thrust_degradation/thrust_degradation_0031.csv,thrust_degradation,423,80,"[{""onset"": 88, ""severity"": 0.5735}]"
thrust_degradation/thrust_degradation_0032.csv,thrust_degradation,424,108,"[{""onset"": 68, ""severity"": 0.4271}]"
thrust_degradation/thrust_degradation_0033.csv,thrust_degradation,425,115,"[{""onset"": 58, ""severity"": 0.3885}]"
thrust_degradation/thrust_degradation_0034.csv,thrust_degradation,426,90,"[{""onset"": 44, ""severity"": 0.38}]"
thrust_degradation/thrust_degradation_0035.csv,thrust_degradation,427,84,"[{""onset"": 136, ""severity"": 0.7819}]"
thrust_degradation/thrust_degradation_0036.csv,thrust_degradation,428,81,"[{""onset"": 64, ""severity"": 0.5996}]"
thrust_degradation/thrust_degradation_0037.csv,thrust_degradation,429,91,"[{""onset"": 46, ""severity"": 0.3217}]"
thrust_degradation/thrust_degradation_0038.csv,thrust_degradation,430,90,"[{""onset"": 48, ""severity"": 0.6569}]"
thrust_degradation/thrust_degradation_0039.csv,thrust_degradation,431,142,"[{""onset"": 114, ""severity"": 0.7193}]"
thrust_degradation/thrust_degradation_0040.csv,thrust_degradation,432,219,"[{""onset"": 112, ""severity"": 0.5947}]"
thrust_degradation/thrust_degradation_0041.csv,thrust_degradation,433,95,"[{""onset"": 64, ""severity"": 0.5998}]"
thrust_degradation/thrust_degradation_0042.csv,thrust_degradation,434,103,"[{""onset"": 125, ""severity"": 0.6349}]"
thrust_degradation/thrust_degradation_0043.csv,thrust_degradation,435,150,"[{""onset"": 103, ""severity"": 0.5028}]"
thrust_degradation/thrust_degradation_0044.csv,thrust_degradation,436,277,"[{""onset"": 118, ""severity"": 0.5137}]"
thrust_degradation/thrust_degradation_0045.csv,thrust_degradation,437,106,"[{""onset"": 94, ""severity"": 0.6941}]"
thrust_degradation/thrust_degradation_0046.csv,thrust_degradation,438,224,"[{""onset"": 129, ""severity"": 0.6425}]"
thrust_degradation/thrust_degradation_0047.csv,thrust_degradation,439,94,"[{""onset"": 82, ""severity"": 0.5778}]"
thrust_degradation/thrust_degradation_0048.csv,thrust_degradation,440,113,"[{""onset"": 50, ""severity"": 0.3325}]"
thrust_degradation/thrust_degradation_0049.csv,thrust_degradation,441,122,"[{""onset"": 96, ""severity"": 0.5741}]"
filter_misclassification/filter_misclassification_0000.csv,filter_misclassification,442,242,"[{""onset"": 79, ""channel"": ""y_pos"", ""rejection_threshold"": 0.0696}]"
filter_misclassification/filter_misclassification_0001.csv,filter_misclassification,443,214,"[{""onset"": 43, ""channel"": ""x_pos"", ""rejection_threshold"": 0.0521}]"
filter_misclassification/filter_misclassification_0002.csv,filter_misclassification,444,183,"[{""onset"": 119, ""channel"": ""y_pos"", ""rejection_threshold"": 0.0357}]"
filter_misclassification/filter_misclassification_0003.csv,filter_misclassification,445,187,"[{""onset"": 89, ""channel"": ""x_pos"", ""rejection_threshold"": 0.0311}]"
filter_misclassification/filter_misclassification_0004.csv,filter_misclassification,446,82,"[{""onset"": 109, ""channel"": ""x_pos"", ""rejection_threshold"": 0.0668}]"
filter_misclassification/filter_misclassification_0005.csv,filter_misclassification,447,113,"[{""onset"": 100, ""channel"": ""x_pos"", ""rejection_threshold"": 0.0639}]"
filter_misclassification/filter_misclassification_0006.csv,filter_misclassification,448,291,"[{""onset"": 40, ""channel"": ""y_pos"", ""rejection_threshold"": 0.0355}]"
filter_misclassification/filter_misclassification_0007.csv,filter_misclassification,449,76,"[{""onset"": 125, ""channel"": ""y_pos"", ""rejection_threshold"": 0.0384}]"
filter_misclassification/filter_misclassification_0008.csv,filter_misclassification,450,184,"[{""onset"": 86, ""channel"": ""x_pos"", ""rejection_threshold"": 0.0322}]"
filter_misclassification/filter_misclassification_0009.csv,filter_misclassification,451,146,"[{""onset"": 77, ""channel"": ""y_pos"", ""rejection_threshold"": 0.0395}]"
filter_misclassification/filter_misclassification_0010.csv,filter_misclassification,452,254,"[{""onset"": 132, ""channel"": ""y_pos"", ""rejection_threshold"": 0.0317}]"
filter_misclassification/filter_misclassification_0011.csv,filter_misclassification,453,189,"[{""onset"": 55, ""channel"": ""y_pos"", ""rejection_threshold"": 0.0524}]"
filter_misclassification/filter_misclassification_0012.csv,filter_misclassification,454,103,"[{""onset"": 48, ""channel"": ""x_pos"", ""rejection_threshold"": 0.0547}]"
filter_misclassification/filter_misclassification_0013.csv,filter_misclassification,455,94,"[{""onset"": 77, ""channel"": ""y_pos"", ""rejection_threshold"": 0.0799}]"
filter_misclassification/filter_misclassification_0014.csv,filter_misclassification,456,170,"[{""onset"": 83, ""channel"": ""x_pos"", ""rejection_threshold"": 0.0524}]"
filter_misclassification/filter_misclassification_0015.csv,filter_misclassification,457,341,"[{""onset"": 75, ""channel"": ""x_pos"", ""rejection_threshold"": 0.072}]"
filter_misclassification/filter_misclassification_0016.csv,filter_misclassification,458,245,"[{""onset"": 98, ""channel"": ""x_pos"", ""rejection_threshold"": 0.0456}]"
filter_misclassification/filter_misclassification_0017.csv,filter_misclassification,459,95,"[{""onset"": 124, ""channel"": ""x_pos"", ""rejection_threshold"": 0.0494}]"
filter_misclassification/filter_misclassification_0018.csv,filter_misclassification,460,782,"[{""onset"": 38, ""channel"": ""x_pos"", ""rejection_threshold"": 0.0715}]"
filter_misclassification/filter_misclassification_0019.csv,filter_misclassification,461,147,"[{""onset"": 121, ""channel"": ""y_pos"", ""rejection_threshold"": 0.053}]"
filter_misclassification/filter_misclassification_0020.csv,filter_misclassification,462,100,"[{""onset"": 124, ""channel"": ""y_pos"", ""rejection_threshold"": 0.0521}]"
filter_misclassification/filter_misclassification_0021.csv,filter_misclassification,463,627,"[{""onset"": 128, ""channel"": ""y_pos"", ""rejection_threshold"": 0.0445}]"
filter_misclassification/filter_misclassification_0022.csv,filter_misclassification,464,148,"[{""onset"": 92, ""channel"": ""x_pos"", ""rejection_threshold"": 0.0535}]"
filter_misclassification/filter_misclassification_0023.csv,filter_misclassification,465,311,"[{""onset"": 126, ""channel"": ""x_pos"", ""rejection_threshold"": 0.0383}]"
filter_misclassification/filter_misclassification_0024.csv,filter_misclassification,466,89,"[{""onset"": 55, ""channel"": ""y_pos"", ""rejection_threshold"": 0.0456}]"
filter_misclassification/filter_misclassification_0025.csv,filter_misclassification,467,86,"[{""onset"": 89, ""channel"": ""x_pos"", ""rejection_threshold"": 0.0609}]"
filter_misclassification/filter_misclassification_0026.csv,filter_misclassification,468,109,"[{""onset"": 116, ""channel"": ""x_pos"", ""rejection_threshold"": 0.0754}]"
filter_misclassification/filter_misclassification_0027.csv,filter_misclassification,469,111,"[{""onset"": 87, ""channel"": ""x_pos"", ""rejection_threshold"": 0.0787}]"
filter_misclassification/filter_misclassification_0028.csv,filter_misclassification,470,81,"[{""onset"": 83, ""channel"": ""y_pos"", ""rejection_threshold"": 0.0358}]"
filter_misclassification/filter_misclassification_0029.csv,filter_misclassification,471,103,"[{""onset"": 76, ""channel"": ""x_pos"", ""rejection_threshold"": 0.0306}]"
filter_misclassification/filter_misclassification_0030.csv,filter_misclassification,472,77,"[{""onset"": 90, ""channel"": ""x_pos"", ""rejection_threshold"": 0.0542}]"
filter_misclassification/filter_misclassification_0031.csv,filter_misclassification,473,265,"[{""onset"": 114, ""channel"": ""x_pos"", ""rejection_threshold"": 0.0508}]"
filter_misclassification/filter_misclassification_0032.csv,filter_misclassification,474,171,"[{""onset"": 116, ""channel"": ""x_pos"", ""rejection_threshold"": 0.0492}]"
filter_misclassification/filter_misclassification_0033.csv,filter_misclassification,475,403,"[{""onset"": 42, ""channel"": ""x_pos"", ""rejection_threshold"": 0.0635}]"
filter_misclassification/filter_misclassification_0034.csv,filter_misclassification,476,173,"[{""onset"": 40, ""channel"": ""y_pos"", ""rejection_threshold"": 0.0519}]"
filter_misclassification/filter_misclassification_0035.csv,filter_misclassification,477,94,"[{""onset"": 120, ""channel"": ""y_pos"", ""rejection_threshold"": 0.0634}]"
filter_misclassification/filter_misclassification_0036.csv,filter_misclassification,478,549,"[{""onset"": 81, ""channel"": ""x_pos"", ""rejection_threshold"": 0.0472}]"
filter_misclassification/filter_misclassification_0037.csv,filter_misclassification,479,108,"[{""onset"": 62, ""channel"": ""y_pos"", ""rejection_threshold"": 0.0588}]"
filter_misclassification/filter_misclassification_0038.csv,filter_misclassification,480,183,"[{""onset"": 111, ""channel"": ""y_pos"", ""rejection_threshold"": 0.061}]"
filter_misclassification/filter_misclassification_0039.csv,filter_misclassification,481,83,"[{""onset"": 123, ""channel"": ""y_pos"", ""rejection_threshold"": 0.0636}]"
filter_misclassification/filter_misclassification_0040.csv,filter_misclassification,482,105,"[{""onset"": 109, ""channel"": ""x_pos"", ""rejection_threshold"": 0.0408}]"
filter_misclassification/filter_misclassification_0041.csv,filter_misclassification,483,225,"[{""onset"": 47, ""channel"": ""x_pos"", ""rejection_threshold"": 0.0459}]"
filter_misclassification/filter_misclassification_0042.csv,filter_misclassification,484,81,"[{""onset"": 42, ""channel"": ""y_pos"", ""rejection_threshold"": 0.0758}]"
filter_misclassification/filter_misclassification_0043.csv,filter_misclassification,485,144,"[{""onset"": 91, ""channel"": ""y_pos"", ""rejection_threshold"": 0.0492}]"
filter_misclassification/filter_misclassification_0044.csv,filter_misclassification,486,135,"[{""onset"": 117, ""channel"": ""x_pos"", ""rejection_threshold"": 0.0796}]"
filter_misclassification/filter_misclassification_0045.csv,filter_misclassification,487,160,"[{""onset"": 88, ""channel"": ""y_pos"", ""rejection_threshold"": 0.0416}]"
filter_misclassification/filter_misclassification_0046.csv,filter_misclassification,488,121,"[{""onset"": 38, ""channel"": ""y_pos"", ""rejection_threshold"": 0.0308}]"
filter_misclassification/filter_misclassification_0047.csv,filter_misclassification,489,163,"[{""onset"": 100, ""channel"": ""y_pos"", ""rejection_threshold"": 0.0711}]"
filter_misclassification/filter_misclassification_0048.csv,filter_misclassification,490,169,"[{""onset"": 66, ""channel"": ""y_pos"", ""rejection_threshold"": 0.046}]"
filter_misclassification/filter_misclassification_0049.csv,filter_misclassification,491,377,"[{""onset"": 113, ""channel"": ""x_pos"", ""rejection_threshold"": 0.0779}]"
measurement_delay/measurement_delay_0000.csv,measurement_delay,492,255,"[{""onset"": 95, ""channel"": ""angular_vel"", ""delay_steps"": 21}]"
measurement_delay/measurement_delay_0001.csv,measurement_delay,493,109,"[{""onset"": 123, ""channel"": ""angular_vel"", ""delay_steps"": 20}]"
measurement_delay/measurement_delay_0002.csv,measurement_delay,494,81,"[{""onset"": 126, ""channel"": ""y_vel"", ""delay_steps"": 16}]"
measurement_delay/measurement_delay_0003.csv,measurement_delay,495,97,"[{""onset"": 98, ""channel"": ""x_pos"", ""delay_steps"": 19}]"
measurement_delay/measurement_delay_0004.csv,measurement_delay,496,154,"[{""onset"": 129, ""channel"": ""y_pos"", ""delay_steps"": 18}]"
measurement_delay/measurement_delay_0005.csv,measurement_delay,497,228,"[{""onset"": 83, ""channel"": ""y_pos"", ""delay_steps"": 8}]"
measurement_delay/measurement_delay_0006.csv,measurement_delay,498,237,"[{""onset"": 114, ""channel"": ""x_vel"", ""delay_steps"": 14}]"
measurement_delay/measurement_delay_0007.csv,measurement_delay,499,93,"[{""onset"": 131, ""channel"": ""angle"", ""delay_steps"": 10}]"
measurement_delay/measurement_delay_0008.csv,measurement_delay,500,279,"[{""onset"": 93, ""channel"": ""y_vel"", ""delay_steps"": 13}]"
measurement_delay/measurement_delay_0009.csv,measurement_delay,501,196,"[{""onset"": 136, ""channel"": ""angular_vel"", ""delay_steps"": 13}]"
measurement_delay/measurement_delay_0010.csv,measurement_delay,502,277,"[{""onset"": 50, ""channel"": ""y_pos"", ""delay_steps"": 11}]"
measurement_delay/measurement_delay_0011.csv,measurement_delay,503,263,"[{""onset"": 78, ""channel"": ""y_pos"", ""delay_steps"": 19}]"
measurement_delay/measurement_delay_0012.csv,measurement_delay,504,169,"[{""onset"": 38, ""channel"": ""angular_vel"", ""delay_steps"": 5}]"
measurement_delay/measurement_delay_0013.csv,measurement_delay,505,164,"[{""onset"": 122, ""channel"": ""angle"", ""delay_steps"": 11}]"
measurement_delay/measurement_delay_0014.csv,measurement_delay,506,530,"[{""onset"": 67, ""channel"": ""y_vel"", ""delay_steps"": 14}]"
measurement_delay/measurement_delay_0015.csv,measurement_delay,507,331,"[{""onset"": 63, ""channel"": ""angle"", ""delay_steps"": 5}]"
measurement_delay/measurement_delay_0016.csv,measurement_delay,508,75,"[{""onset"": 121, ""channel"": ""y_vel"", ""delay_steps"": 9}]"
measurement_delay/measurement_delay_0017.csv,measurement_delay,509,128,"[{""onset"": 74, ""channel"": ""angular_vel"", ""delay_steps"": 15}]"
measurement_delay/measurement_delay_0018.csv,measurement_delay,510,264,"[{""onset"": 94, ""channel"": ""y_pos"", ""delay_steps"": 13}]"
measurement_delay/measurement_delay_0019.csv,measurement_delay,511,631,"[{""onset"": 131, ""channel"": ""angle"", ""delay_steps"": 20}]"
measurement_delay/measurement_delay_0020.csv,measurement_delay,512,362,"[{""onset"": 54, ""channel"": ""x_vel"", ""delay_steps"": 19}]"
measurement_delay/measurement_delay_0021.csv,measurement_delay,513,191,"[{""onset"": 75, ""channel"": ""angular_vel"", ""delay_steps"": 12}]"
measurement_delay/measurement_delay_0022.csv,measurement_delay,514,102,"[{""onset"": 104, ""channel"": ""angular_vel"", ""delay_steps"": 12}]"
measurement_delay/measurement_delay_0023.csv,measurement_delay,515,221,"[{""onset"": 102, ""channel"": ""x_pos"", ""delay_steps"": 24}]"
measurement_delay/measurement_delay_0024.csv,measurement_delay,516,76,"[{""onset"": 44, ""channel"": ""y_pos"", ""delay_steps"": 19}]"
measurement_delay/measurement_delay_0025.csv,measurement_delay,517,86,"[{""onset"": 115, ""channel"": ""y_vel"", ""delay_steps"": 18}]"
measurement_delay/measurement_delay_0026.csv,measurement_delay,518,84,"[{""onset"": 58, ""channel"": ""y_pos"", ""delay_steps"": 17}]"
measurement_delay/measurement_delay_0027.csv,measurement_delay,519,194,"[{""onset"": 53, ""channel"": ""angle"", ""delay_steps"": 11}]"
measurement_delay/measurement_delay_0028.csv,measurement_delay,520,273,"[{""onset"": 64, ""channel"": ""y_pos"", ""delay_steps"": 18}]"
measurement_delay/measurement_delay_0029.csv,measurement_delay,521,180,"[{""onset"": 116, ""channel"": ""x_pos"", ""delay_steps"": 21}]"
measurement_delay/measurement_delay_0030.csv,measurement_delay,522,507,"[{""onset"": 38, ""channel"": ""x_vel"", ""delay_steps"": 12}]"
measurement_delay/measurement_delay_0031.csv,measurement_delay,523,92,"[{""onset"": 37, ""channel"": ""y_pos"", ""delay_steps"": 18}]"
measurement_delay/measurement_delay_0032.csv,measurement_delay,524,86,"[{""onset"": 47, ""channel"": ""x_pos"", ""delay_steps"": 8}]"
measurement_delay/measurement_delay_0033.csv,measurement_delay,525,386,"[{""onset"": 111, ""channel"": ""angle"", ""delay_steps"": 19}]"
measurement_delay/measurement_delay_0034.csv,measurement_delay,526,352,"[{""onset"": 70, ""channel"": ""y_vel"", ""delay_steps"": 10}]"
measurement_delay/measurement_delay_0035.csv,measurement_delay,527,227,"[{""onset"": 88, ""channel"": ""angular_vel"", ""delay_steps"": 12}]"
measurement_delay/measurement_delay_0036.csv,measurement_delay,528,98,"[{""onset"": 125, ""channel"": ""x_pos"", ""delay_steps"": 11}]"
measurement_delay/measurement_delay_0037.csv,measurement_delay,529,75,"[{""onset"": 49, ""channel"": ""y_pos"", ""delay_steps"": 15}]"
measurement_delay/measurement_delay_0038.csv,measurement_delay,530,398,"[{""onset"": 99, ""channel"": ""y_pos"", ""delay_steps"": 19}]"
measurement_delay/measurement_delay_0039.csv,measurement_delay,531,191,"[{""onset"": 120, ""channel"": ""y_vel"", ""delay_steps"": 9}]"
measurement_delay/measurement_delay_0040.csv,measurement_delay,532,225,"[{""onset"": 53, ""channel"": ""angle"", ""delay_steps"": 19}]"
measurement_delay/measurement_delay_0041.csv,measurement_delay,533,94,"[{""onset"": 93, ""channel"": ""y_vel"", ""delay_steps"": 21}]"
measurement_delay/measurement_delay_0042.csv,measurement_delay,534,114,"[{""onset"": 85, ""channel"": ""angle"", ""delay_steps"": 5}]"
measurement_delay/measurement_delay_0043.csv,measurement_delay,535,155,"[{""onset"": 135, ""channel"": ""y_pos"", ""delay_steps"": 8}]"
measurement_delay/measurement_delay_0044.csv,measurement_delay,536,134,"[{""onset"": 57, ""channel"": ""angular_vel"", ""delay_steps"": 14}]"
measurement_delay/measurement_delay_0045.csv,measurement_delay,537,594,"[{""onset"": 72, ""channel"": ""y_pos"", ""delay_steps"": 21}]"
measurement_delay/measurement_delay_0046.csv,measurement_delay,538,357,"[{""onset"": 89, ""channel"": ""x_pos"", ""delay_steps"": 8}]"
measurement_delay/measurement_delay_0047.csv,measurement_delay,539,166,"[{""onset"": 38, ""channel"": ""y_pos"", ""delay_steps"": 18}]"
measurement_delay/measurement_delay_0048.csv,measurement_delay,540,108,"[{""onset"": 62, ""channel"": ""y_pos"", ""delay_steps"": 9}]"
measurement_delay/measurement_delay_0049.csv,measurement_delay,541,104,"[{""onset"": 110, ""channel"": ""x_vel"", ""delay_steps"": 6}]"
sensor_bias_drift/sensor_bias_drift_0000.csv,sensor_bias_drift,542,103,"[{""onset"": 134, ""channel"": ""angular_vel"", ""drift_rate"": -0.002739}]"
sensor_bias_drift/sensor_bias_drift_0001.csv,sensor_bias_drift,543,82,"[{""onset"": 83, ""channel"": ""angle"", ""drift_rate"": 0.002153}]"
sensor_bias_drift/sensor_bias_drift_0002.csv,sensor_bias_drift,544,221,"[{""onset"": 69, ""channel"": ""y_pos"", ""drift_rate"": -0.002703}]"
sensor_bias_drift/sensor_bias_drift_0003.csv,sensor_bias_drift,545,85,"[{""onset"": 57, ""channel"": ""x_vel"", ""drift_rate"": -0.002541}]"
